request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_246,64086.0,affordable_with_plan,installments,2026-04-03:21362.00|2026-05-03:21362.00|2026-06-02:21362.00,2026-04-03,none,"Only installments allowed; 3 equal payments of 21362.00 ZAR summing to 64086.00, last payment on deadline 2026-06-02."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 in full on 5 September 2024. This leaves EUR 1,759.90 available, safely above the EUR 1,300 minimum."
request_248,941.67,affordable_with_plan,partial_payment,2025-02-07:941.67|2025-04-15:1023.93,2025-04-15,none,"Pay 941.67 today; remainder 1023.93 by 2025-04-15, before deadline 2025-04-28. Only partial_payment allowed."
request_249,144.48,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,Safe today is 144.48 vs 643.2 requested. Earliest full payment 2026-03-15 equals deadline; no installments available. Wait.
request_250,15512.68,not_affordable,not_recommended,none,,none,"Owe 124,278 ZAR by 2025-01-18; only 15,512.68 safe today, remainder 108,765.32 not coverable; full payment possible 2025-06-15."
request_251,1513.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 6 June 2025. None of the available options keeps the EUR 1,300 minimum protected."
request_252,4805798.84,affordable_later,wait,2026-09-15:28082000.00,2026-09-15,none,"Safe today is 4,805,799 IDR vs 28,082,000 needed. Salaries accumulate to full amount exactly by deadline 2026-09-15; wait and pay then."
request_253,1365.92,affordable_with_plan,installments,2024-03-21:984.60|2024-04-20:984.60|2024-05-20:871.00,2024-05-15,none,Full 2840.20 not safe today (safe: 1365.92). 3 installments from 2024-03-21 to 2024-05-20 fit before 2024-06-01 deadline.
request_254,869.99,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,Safe today $869.99 vs $3535.20 needed. No installments eligible; projections reach full amount exactly by deadline 2025-10-15.
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.00,2026-04-06,none,"Safe amount 3,345,000 IDR matches request; balance 38,518,150 keeps 9,813,900 minimum. Pay fully today, well before June 15 deadline."
request_256,153122.8,affordable_with_plan,installments,2024-06-10:72900.00|2024-07-10:72900.00|2024-08-10:72900.00,2024-07-15,none,"Use 3 installments of INR 72,900.00, starting 10 June 2024. This leaves at least INR 168,600.00 available."
request_257,433.44,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Wait until 15 January 2026, then pay USD 1,352.40 in full. Paying sooner would put the USD 1,600 minimum at risk."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Safe today equals requested 1113.60 USD; balance 2603.68 stays above 500 minimum after payment. Full payment, no fee, due 2026-01-07."
request_259,493.27,affordable_later,wait,2024-10-15:935.00,2024-10-15,none,"Wait until 15 October 2024, then pay EUR 935.00 in full. Paying sooner would put"
request_26,15656000.0,affordable_now,full_payment,2025-08-03:15656000.00,2025-08-03,none,"Safe today 15,656,000 equals requested amount. Balance 100,845,250 far exceeds 24,768,300 minimum. Pay full 15,656,000 IDR now, no plan needed."
request_260,7211219.36,not_affordable,not_recommended,none,,none,"Safe today is 7,211,219 IDR vs 52,079,000 requested. Full payment disallowed, no installments exist, and remainder can't be covered by 2025-04-18 even with max reductions."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Safe today 1830.40 EUR equals requested amount; paying leaves 2888.56 EUR, well above 1500.00 minimum keep."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.00,2024-12-05,none,"Pay IDR 9,236,000 today, 5 December 2024. This leaves at least IDR 31,018,500 available."
request_263,5818.74,not_affordable,not_recommended,none,,Reduce the requested amount to at most 5818.74 ZAR or provide evidence of incoming funds before the 2025-06-15 deadline,"The requested 51546.00 ZAR far exceeds the 5818.74 ZAR safe to pay today, and with no fundable installments or projected full-payment date before 2025-06-15, no viable partial-payment plan can be constructed."
request_264,23012.55,affordable_later,wait,2026-06-15:111300.00,2026-06-15,none,Safe today only 23012.55 INR of 111300. No installments; partial rejected. Earliest full payment 2026-06-15 meets deadline; wait for salary credits.
request_265,5255.84,affordable_with_plan,partial_payment,2024-03-06:5255.84|2024-03-06:40714.16,2024-03-06,none,"Deterministic fallback: safe=5255.84, earliest_full=2024-03-06"
request_266,935.0,affordable_with_plan,installments,2025-08-03:311.67|2025-09-02:311.67|2025-10-02:311.66,2025-08-03,none,"Balance covers 935 EUR, but full payment is disallowed. Use 3 installments (~311.67 EUR each), final on 2025-10-02, before deadline. No flexible spending to trim."
request_267,1634.38,affordable_with_plan,installments,2026-01-08:641.67|2026-02-07:641.67|2026-03-09:641.66,2026-02-15,none,Safe today 1634.38 below requested 1925.00; 3 installments of ~641.67 fit before 2026-03-17 deadline.
request_268,1035.82,affordable_with_plan,installments,2024-06-14:808.87|2024-07-14:808.87|2024-08-13:808.86,2024-07-15,none,"Safe today is 1035.82 vs 2426.60 requested; 3 installments (808.87+808.87+808.86) run 2024-06-14 to 2024-08-13, fitting deadline."
request_269,9853.35,affordable_later,wait,2025-12-15:15490.00,2025-12-15,none,"Safe today is 9853.35 vs 15490 requested. Full 15490 possible 2025-12-15, before 2026-01-02 deadline. Wait for salary."
request_27,6670.0,affordable_now,full_payment,2026-07-05:6670.00,2026-07-05,none,Pay 6670.00 ZAR in full today from balance 93141.80; projected minimum 30513.72 stays well above 20500.00 buffer before 2026-08-21.
request_270,100.04,not_affordable,not_recommended,none,,none,"Need $3028.80; only $100.04 safe today. No installment options, full payment disallowed, partial rejected, earliest payment beyond 90d."
request_271,9944.14,not_affordable,not_recommended,none,,none,"Partial payments are not allowed and the earliest possible full payment date of 2025-04-20 falls well after the 2024-11-15 deadline, making the 91300.00 INR payment infeasible."
request_272,6005554.13,affordable_with_plan,installments,2025-02-12:4528333.34|2025-03-12:4528333.33|2025-04-09:4528333.33,2025-03-15,none,"Safe today only 6,005,554 of 13,585,000; full payment disallowed. 3 installments of ~4,528,333 fit deadline; 543,400 fee applies."
request_273,9569810.63,affordable_with_plan,partial_payment,2026-04-07:9569810.63|2026-04-15:6291189.37,2026-04-15,none,"Pay 9,569,810 IDR now, remainder 6,291,189 by 2026-04-15; avoids 634,440 installment fee, fits deadline."
request_274,2177.67,affordable_with_plan,installments,2024-12-04:904.57|2025-01-04:904.57|2025-02-04:904.56,2025-01-15,none,"Safe today is 2177.67 vs 2713.70 requested. Install 3 payments of ~904.57 (fee ~109), final due 2025-02-04, before 2025-02-11 deadline."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,"Safe balance covers full 15,884,000 IDR payment today, leaving 21,322,450 IDR above minimum; emergency need met, no spending changes needed."
request_28,194.06,not_affordable,not_recommended,none,,none,Need 1302.40 by 2024-08-15 but safe today is only 194.06; full payment breaches 1100 minimum by 613. No partial/installment options; earliest full payment 2024-10-20 exceeds deadline.
request_29,1208.72,affordable_later,wait,2025-11-04:51524.00,2025-11-04,none,"Deterministic fallback: safe=1208.72, earliest_full=2025-11-04"
request_30,775.2,affordable_with_plan,installments,2026-04-06:258.40|2026-05-06:258.40|2026-06-06:258.40,2026-04-06,none,Use
request_31,3550232.18,affordable_later,wait,2024-11-15:18164000.00,2024-11-15,none,Wait until
request_32,16805.71,affordable_later,wait,2025-04-15:40018.00,2025-04-15,none,"Deterministic fallback: safe=16805.71, earliest_full=2025-04-15"
request_33,41864.83,affordable_later,wait,2026-03-15:118000.00,2026-03-15,none,"Wait until 15 March 2026, then pay INR 118,000 in full. Paying earlier would take the balance"
request_34,129400.0,affordable_now,full_payment,2024-12-04:129400.00,2024-12-04,none,Safe amount 129400.00 equals requested 129400.00 today; balance 559752.50 exceeds min_keep 138500.00 after payment.
request_35,29941.01,affordable_later,wait,2026-01-15:212000.00,2026-01-15,none,Wait until 15 January
request_36,579.96,affordable_later,wait,2026-09-15:3954.00,2026-09-15,none,"Safe today is $579.96 vs $3954 requested. Full payment becomes available exactly on 2026-09-15 deadline; pay then, no partial/installment options."
request_37,2650615.48,not_affordable,not_recommended,none,,none,"Do not make this IDR 14,649,000 family transfer by 15 May 2024. Only IDR 2,650,615.48 is safe to pay, and no combination of installments or spending cuts closes the roughly"
request_38,215.14,affordable_later,wait,2025-10-15:971.30,2025-10-15,none,"Wait until 15 October 2025, then pay EUR 971.30 in full. Paying sooner would put the EUR 400.00 minimum at risk."
request_39,134268.25,affordable_later,wait,2026-06-15:208600.00,2026-06-15,none,"Safe today 134,268.25 vs 208,600 needed. Salary credits before deadline enable full payment on 2026-06-15."
request_40,350.94,affordable_later,wait,2024-08-15:1290.30,2024-08-15,none,"Deterministic fallback: safe=350.94, earliest_full=2024-08-15"
request_41,9071995.81,affordable_later,wait,2026-01-15:38760000.00,2026-01-15,none,"Safe today is 9,071,996 vs 38,760,000 needed; partial not allowed. Earliest full-payment date equals the 2026-01-15 deadline, so wait."
request_42,52100.0,affordable_now,full_payment,2026-01-05:52100.00,2026-01-05,none,"Safe amount 52100 equals requested 52100; balance 261765 minus payment keeps 209665 above min_keep 113100. Pay fully today, 2026-01-05."
request_43,8327951.07,affordable_later,wait,2024-11-15:43339000.00,2024-11-15,none,"Safe today only 8,327,951 of 43,390,000 IDR. Salary confirms funds by 2024-11-15, matching deadline. Wait, then pay full amount."
request_44,38436.82,affordable_later,wait,2025-04-15:95800.00,2025-04-15,none,"Safe today ₹38,437 < ₹95,800; earliest full payment 2025-04-15 meets deadline; wait for salary accumulation."
request_45,4647815.67,affordable_later,wait,2026-09-15:21983000.00,2026-09-15,none,"Wait until 15 September 2026, then pay IDR 21,983,000 in full. Paying sooner would put the IDR 11,149,800 minimum at risk."
request_46,49450.0,affordable_with_plan,installments,2024-12-03:24725.00|2025-01-02:24725.00,2024-12-03,none,Use
request_47,38114000.0,affordable_now,full_payment,2025-05-05:38114000.00,2025-05-05,none,"Safe balance 38,114,000 IDR equals requested amount today; fee-free full payment leaves 74,810,150 IDR, well above minimum keep 30,049,000."
request_48,45700.0,affordable_now,full_payment,2026-07-25:45700.00,2026-07-25,none,"Safe today equals 45700 INR, exactly matching the request. Pay in full on 2026-07-25, well before the 2026-08-24 deadline."
request_49,12645344.97,affordable_with_plan,installments,2024-03-18:11444333.33|2024-04-17:11444333.33|2024-05-17:11444333.34,2024-05-15,none,"Full payment unavailable; safe today 12,645,344.97 vs 34,333,000 requested. 3 installments of 11,444,333.33 fit deadline (last 2024-05-17)."
request_50,43900.0,affordable_now,full_payment,2025-08-06:43900.00,2025-08-06,none,"Safe today is 43900 INR, matching request. Paying 2025-08-06 leaves ~203425 INR, well above 99700 INR minimum. No changes needed."
request_51,2191000.0,affordable_now,full_payment,2026-01-03:2191000.00,2026-01-03,none,"Safe balance 2,191,000 IDR exactly covers the request; full payment today with no fee, well before 2026-02-28 deadline."
request_52,23732.62,affordable_later,wait,2024-06-15:28870.00,2024-06-15,none,"Safe today is 23732.62 vs 28870 needed. Full payment available 2024-06-15, well before 2024-07-09 deadline. Wait and pay fully."
request_53,473.06,affordable_with_plan,installments,2025-11-21:566.40|2025-12-21:566.40|2026-01-20:566.40,2026-01-15,none,Safe today only $473.06 of $1699.20; 3 equal installments of $566.40 fit before 2026-01-20 deadline.
request_54,5767.31,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 August 2026. None of the available options keeps the ZAR 37,000 minimum protected."
request_55,138698.3,affordable_with_plan,installments,2026-06-11:72866.67|2026-07-11:72866.67|2026-08-10:72866.66,2026-07-15,none,"Safe funds 138,698.30 insufficient for 218,600; full payment disallowed. Installments fit deadline: final payment 2026-08-10 before 2026-08-22."
request_56,631.38,affordable_with_plan,partial_payment,2025-02-03:631.38|2025-02-15:250.18,2025-02-15,none,"Pay 631.38 today, remaining 250.18 on 2025-02-15. Fee-free 881.56 total beats 35 USD installment fee, well before 2025-03-13 deadline."
request_57,12938.68,affordable_later,wait,2026-06-15:61446.00,2026-06-15,none,"Only 12938.68 safe today vs 61446.00 needed. Full payment possible exactly by deadline 2026-06-15; partial not allowed, so wait."
request_58,16226000.0,affordable_now,full_payment,2024-12-07:16226000.00,2024-12-07,none,"Paying 16,226,000 IDR today leaves 25,920,065 IDR, well above 14,433,900 IDR minimum. Confirmed salary 25,840,000 IDR continues."
request_59,140600.0,affordable_with_plan,installments,2025-05-07:46866.67|2025-06-04:46866.67|2025-07-02:46866.66,2025-05-04,none,"Full payment not permitted; partial disallowed. 3 installments of ~46866.67 (sum 140600) due 2025-05-07 to 2025-07-02, fitting deadline."
request_60,132.54,affordable_later,wait,2026-01-15:199.89,2026-01-15,none,"Wait until 15 January 2026, then pay USD 199.89 in full. Paying sooner would put the USD 400.00 minimum at risk."
request_61,29062.0,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-16:10074.83|2024-05-16:8912.34,2024-03-03,none,"Balance covers 29062 ZAR fully, but profile blocks full payment. Use 3 installments (Mar 17, Apr 16, May 16), all before May 24 deadline."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,"Pay USD 404.23 today. This leaves at least USD 1,300 available through the 9 October 2025 deadline."
request_63,37155.78,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 September 2026. None of the available options keeps the INR 153,500 minimum protected."
request_64,0.0,affordable_with_plan,installments,2024-06-11:22082.67|2024-07-12:22082.67|2024-08-12:22082.67,,none,Use 3 installments of IN
request_65,7091.23,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 November 2025. None of the available options keeps the ZAR 15,500 minimum protected while covering the full ZAR 54,340.00 request."
request_66,22200.0,affordable_now,full_payment,2026-04-03:22200.00,2026-04-03,none,"Safe amount 22200.0 INR equals requested amount today; balance 302520 exceeds 80700 minimum. Full payment on 2026-04-03, well before deadline."
request_67,382.19,affordable_later,wait,2024-11-15:2094.00,2024-11-15,none,Wait until 15 November 202
request_68,1327.21,affordable_with_plan,installments,2025-02-14:697.20|2025-03-16:697.20|2025-04-15:697.20,2025-03-23,none,Safe today only $1327.21 of $2091.60; full payment unavailable. Use 3 installments of $697.20 fitting April 16 deadline.
request_69,529.1,affordable_now,full_payment,2026-01-04:529.10,2026-01-04,none,Safe amount 529.10 EUR fully covers request today; balance 1639.50 EUR stays above 700 EUR minimum.
request_70,49820.98,affordable_later,wait,2025-02-15:243900.00,2025-02-15,none,"Only 49,821 safe today vs 243,900 needed. Salary credits accumulate, enabling full payment exactly on deadline 2025-02-15."
request_71,231237.49,not_affordable,not_recommended,none,,none,Do not make
request_72,0.0,affordable_later,wait,2026-07-05:11330.00,2026-07-05,none,"Deterministic fallback: safe=0.0, earliest_full=2026-07-05"
request_73,71400.0,affordable_now,full_payment,2023-01-20:71400.00,2023-01-20,none,"Safe_today equals requested 71400 INR; balance 278542.50 keeps 207142.50 after payment, above min_keep 103200. Full payment now, no fee."
request_74,5010.0,affordable_now,full_payment,2025-08-04:5010.00,2025-08-04,none,"Safe amount 5010.00 ZAR matches request 5010.00; pay full 5010.00 immediately on 2025-08-04, well before deadline."
request_75,12447.89,affordable_with_plan,installments,2026-04-09:9800.27|2026-05-09:9800.27|2026-06-08:9800.27,2026-04-06,none,"Deterministic fallback: safe=12447.89, earliest_full=2026-04-06"
request_76,733.77,not_affordable,not_recommended,none,,none,"Do not make this USD 4,455.60 payment by 30 July 2024. Only USD 733.77 is safe to pay now, and no available option keeps the USD 1,800 minimum protected; the full amount becomes payable on 15 September 2024."
request_77,59962.62,affordable_with_plan,full_payment,2025-11-05:60700.00,2025-11-05,stop:event_7111|stop:event_7119,Fallback recovered via spending changes.
request_78,46470.31,not_affordable,not_recommended,none,,none,"Deterministic fallback: safe=46470.31, earliest_full=2025-10-15"
request_79,704.47,affordable_with_plan,partial_payment,2024-09-04:704.47|2024-11-01:1447.13,2024-11-01,none,"Pay EUR 704.47 today and the remaining EUR 1,447.13 on 1 November 2024. This completes"
request_80,109706.35,not_affordable,not_recommended,none,,none,Need 217500 by 2025-02-21; only 109706.35 safe today. No eligible installment options and full payment disabled; cannot recommend safely.
request_81,2076.0,affordable_now,full_payment,2026-07-03:2076.00,2026-07-03,none,Safe today (2076.00) equals requested 2076.00; balance 5028.25 keeps 1600.00 buffer; projected minimum 3799.31 absorbs rent increase.
request_82,230.74,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 February 2025. None of the available options keeps the USD 1,100 minimum protected."
request_83,0.0,not_affordable,not_recommended,none,,stop:cloud_storage/event_7747|reduce_to:entertainment/event_7746:545.0|reduce_to:dining/event_7812:1190.0,Do not make
request_84,32242.15,affordable_later,wait,2026-06-15:95400.00,2026-06-15,none,"Wait until 15 June 2026, then pay INR 95,400 in full"
request_85,0.0,not_affordable,not_recommended,none,,none,"Request 19,304,000 IDR vs 845,634 IDR safe; partial disallowed, no installment options, full payment only 2024-12-15."
request_86,46300.0,affordable_now,full_payment,2025-08-03:46300.00,2025-08-03,none,"Safe today is 46300, exactly the requested amount. Pay fully on 2025-08-03, well before 2025-08-22 deadline, avoiding 3704 installment fee."
request_87,0.0,not_affordable,not_recommended,none,,none,"Do not make this INR 487,900.00 payment by 15 March 2026. None of the available options keeps the INR 185,900 minimum protected."
request_88,10752.7,affordable_with_plan,installments,2024-06-14:8697.34|2024-07-14:8697.33|2024-08-13:8697.33,2024-07-15,none,26092.00 ZAR exceeds 10752.70 safe today; 3 installments (8697.33-8697.34) fit before 2024-08-25; 1044.00 financing fee applies.
request_89,9269144.15,affordable_with_plan,installments,2025-11-18:4585333.33|2025-12-17:4585333.33|2026-01-15:4585333.34,2026-01-15,none,"Safe today 9,269,144.15 < 13,756,000 request. Full payment disabled; 3 installments of ~4,585,333 fit deadline 2026-01-15."
request_90,2560.0,affordable_now,full_payment,2026-07-06:2560.00,2026-07-06,none,Safe_today 2560.00 ZAR exactly covers full 2560.00 ZAR debt payment; projected minimum 29344.89 ZAR stays above 7600.00 ZAR reserve.
request_91,595.52,affordable_later,wait,2024-11-15:1927.20,2024-11-15,none,"Safe today is 595.52 of 1927.20; no installment options exist, but full payment available by 2024-11-15, matching deadline."
request_92,34034.0,affordable_now,full_payment,2025-02-05:34034.00,2025-02-05,none,"Safe amount 34034.00 ZAR equals requested; payment leaves balance 44630.47 ZAR, well above 28100.00 minimum."
request_93,1729.2,affordable_now,full_payment,2026-04-07:1729.20,2026-04-07,none,"Safe today (1729.20) exactly covers the request. Zero-fee full payment on 2026-04-07 beats installments (1867.56 total, 138 fee)."
request_94,572.0,affordable_now,full_payment,2024-12-04:572.00,2024-12-04,none,Safe amount 572.00 EUR exactly covers request. Balance 2663.60 EUR keeps 600.00 EUR reserve. Pay in full on 2024-12-04.
request_95,14595.21,not_affordable,not_recommended,none,,none,"Do not make this payment by 14 July 2025. Only INR 14,595.21 is safe to pay, and none of the available options keeps the INR 145,500"
request_96,74028.53,affordable_with_plan,installments,2026-01-10:30066.67|2026-02-09:30066.67|2026-03-11:30066.66,2026-02-15,none,Safe funds 74028.53 < 90200. 3 installments of 30066.67 fit deadline 2026-03-12; full payment possible 2026-02-15.
request_97,1580.84,affordable_with_plan,installments,2024-03-19:7832.00|2024-04-18:7832.00|2024-05-18:7832.00,2024-04-15,none,Full payment blocked; 3 installments totaling 23496.00 ZAR fit before 2024-05-24 deadline; salary income covers each payment.
request_98,9351.22,affordable_later,wait,2025-10-15:27148.00,2025-10-15,none,"Only 9351.22 of 27148 safe today; salary accumulation enables full payment by 2025-10-15, matching the deadline. Wait."
request_99,17481.85,not_affordable,not_recommended,none,,none,"Do not make this payment by 14 July 2026. None of the available options keeps the ZAR 49,100 minimum protected."
